App,Record App,Replay App,Run Count,Mismatch
org.isoron.uhabits,v1_8_12_loop-1_8_12-release,v2_3_0_loop-2_3_0-release,3,Moved to Another Page
org.isoron.uhabits,v1_8_9_loop-1_8_9-release,v2_1_3_loop-2_1_3-release,1,Moved to Another Page
org.isoron.uhabits,v2_0_2_loop-2_0_2-release,v2_2_0_loop-2_2_0-release,2,Locator Invalidity
org.isoron.uhabits,v1_8_11,v2_1_1_loop-2_1_1-release,3,Moved to Another Page
org.isoron.uhabits,v1_8_10_loop-1_8_10-release,v2_1_3_loop-2_1_3-release,3,Moved to Another Page
org.isoron.uhabits,v1_8_11,v2_0_1_loop-2_0_1-release,1,Moved to Another Page
org.isoron.uhabits,v2_0_1_loop-2_0_1-release,v2_1_3_loop-2_1_3-release,3,Locator Invalidity
org.gateshipone.odyssey,release-38,release-39__1_3_0,2,Widget Occlusion
org.gateshipone.odyssey,release-37,release-41__1_3_2,1,Locator Invalidity
org.gateshipone.odyssey,release-33,release-40__1_3_1,2,Locator Invalidity
org.gateshipone.odyssey,release-36,release-39__1_3_0,1,Moved to Subpage
org.gateshipone.odyssey,release-34,release-41__1_3_2,3,Locator Invalidity
org.gateshipone.odyssey,release-37,release-41__1_3_2,2,Widget Occlusion
org.gateshipone.odyssey,release-35,release-37,1,Locator Invalidity
org.gateshipone.odyssey,release-35,release-41__1_3_2,2,Locator Invalidity
org.gateshipone.odyssey,release-35,release-40__1_3_1,3,Widget Occlusion
org.gateshipone.odyssey,release-37,release-39__1_3_0,3,Locator Invalidity
org.gateshipone.odyssey,release-36,release-41__1_3_2,2,Locator Invalidity
org.gateshipone.odyssey,release-33,release-40__1_3_1,3,Widget Occlusion
org.gateshipone.odyssey,release-34,release-37,1,Locator Invalidity
com.kgurgul.cpuinfo,5_0_1,_Android__6_1_0,2,Moved to Another Page
com.kgurgul.cpuinfo,4_8_0,_Android__6_1_0,1,Locator Invalidity
com.kgurgul.cpuinfo,4_5_0,5_3_0,3,Locator Invalidity
com.kgurgul.cpuinfo,4_7_0,5_3_0,2,Locator Invalidity
com.kgurgul.cpuinfo,5_1_0,_Android__6_1_1,3,Moved to Another Page
com.kgurgul.cpuinfo,5_3_0,_Android__6_0_0,1,Moved to Another Page
com.kgurgul.cpuinfo,_Android__6_0_0,_Android__6_1_0,1,Locator Invalidity
com.kgurgul.cpuinfo,5_0_0,_Android__6_3_0,1,Moved to Another Page
com.kgurgul.cpuinfo,5_3_0,_Android__6_3_0,1,Moved to Another Page
com.kgurgul.cpuinfo,_Android__6_1_1,_Android__6_3_0,3,Moved to Subpage
com.kgurgul.cpuinfo,_Android__6_0_0,_Android__6_2_0,3,Moved to Another Page
com.kgurgul.cpuinfo,_Android__6_1_0,_Android__6_3_0,3,Moved to Subpage
com.kgurgul.cpuinfo,5_2_0,5_4_0,1,Moved to Another Page
com.kgurgul.cpuinfo,5_3_0,5_4_0,3,Moved to Another Page
it.feio.android.omninotes,6_2_3,6_2_5,2,Locator Invalidity
it.feio.android.omninotes,4_7_2,6_2_3,2,Locator Invalidity
it.feio.android.omninotes,6_2_3,6_2_7,3,Widget Occlusion
it.feio.android.omninotes,6_1_0,6_2_8,1,Widget Occlusion
it.feio.android.omninotes,6_1_0,6_2_5,3,Widget Occlusion
it.feio.android.omninotes,6_2_4,6_2_5,1,Locator Invalidity
it.feio.android.omninotes,6_1_0,6_3_0,3,Locator Invalidity
it.feio.android.omninotes,6_2_3,6_3_0,1,Widget Occlusion
it.feio.android.omninotes,6_2_4,6_3_0,1,Widget Occlusion
universe.constellation.orion.viewer,0_90_1_orion-viewer-0_90_1-x86-release,0_95_0_orion-viewer-0_95_0-x86-release,1,Moved to Another Page
universe.constellation.orion.viewer,0_82_4_orion-viewer-0_82_4-x86-release,0_95_6_orion-viewer-0_95_6-x86-release,2,Moved to Another Page
universe.constellation.orion.viewer,0_82_4_orion-viewer-0_82_4-x86-release,0_95_8_orion-viewer-0_95_8-x86-release,1,Moved to Another Page
universe.constellation.orion.viewer,0_94_3_orion-viewer-0_94_3-x86-release,0_95_3_orion-viewer-0_95_3-x86-release,3,Locator Invalidity
universe.constellation.orion.viewer,0_92_0_orion-viewer-0_92_0-x86-release,0_93_3_orion-viewer-0_93_3-x86-release,3,Locator Invalidity
universe.constellation.orion.viewer,0_82_3_orion-viewer-0_82_3-x86-release,0_90_1_orion-viewer-0_90_1-x86-release,3,Locator Invalidity
com.atul.musicplayer,v0_7,v0_14,2,Moved to Another Page
com.atul.musicplayer,v0_3_mplite,v0_10,1,Locator Invalidity
com.atul.musicplayer,v0_4,v0_15,2,Moved to Another Page
com.atul.musicplayer,v0_6,v0_14,1,Locator Invalidity
com.atul.musicplayer,v0_12,v0_15,2,Moved to Another Page
com.atul.musicplayer,v0_7,v0_14,3,Moved to Another Page
com.atul.musicplayer,v0_11,v0_14,3,Moved to Another Page
com.atul.musicplayer,v0_6,v0_11,1,Moved to Another Page
com.atul.musicplayer,v0_8,v0_13,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_1_TrackWorkTime_1_1_1_2021-02-02-11-02-10_release-signed,v1_1_15_TrackWorkTime_1_1_15_2022-05-29-07-13-07_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_10_TrackWorkTime_1_1_10_2021-11-26-18-18-34_release-signed,v1_1_18_TrackWorkTime_1_1_18_2022-09-29-19-00-28_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_15_TrackWorkTime_1_1_15_2022-05-29-07-13-07_release-signed,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_14_TrackWorkTime_1_1_14_2022-04-29-18-12-09_release-signed,v1_1_20_TrackWorkTime_1_1_20_2022-10-15-22-12-35_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_11_TrackWorkTime_1_1_11_2021-11-29-17-52-58_release-signed,v1_1_15_TrackWorkTime_1_1_15_2022-05-29-07-13-07_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_8_TrackWorkTime_1_1_8_2021-03-18-17-46-29_release-signed,v1_1_17_TrackWorkTime_1_1_17_2022-09-17-19-43-12_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_6_TrackWorkTime_1_1_6_2021-03-04-23-41-23_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_14_TrackWorkTime_1_1_14_2022-04-29-18-12-09_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_5_TrackWorkTime_1_1_5_2021-03-02-00-07-29_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_12_TrackWorkTime_1_1_12_2022-01-11-17-47-23_release-signed,v1_1_16_TrackWorkTime_1_1_16_2022-09-11-15-47-37_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_0_TrackWorkTime_1_1_0_2021-01-30-19-54-57_release-signed,v1_1_5_TrackWorkTime_1_1_5_2021-03-02-00-07-29_release-signed,1,Locator Invalidity
org.zephyrsoft.trackworktime,v1_1_16_TrackWorkTime_1_1_16_2022-09-11-15-47-37_release-signed,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_9_TrackWorkTime_1_1_9_2021-03-25-09-31-17_release-signed,v1_1_14_TrackWorkTime_1_1_14_2022-04-29-18-12-09_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_15_TrackWorkTime_1_1_15_2022-05-29-07-13-07_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_2_TrackWorkTime_1_1_2_2021-02-13-20-18-51_release-signed,v1_1_25_TrackWorkTime_1_1_25_2024-08-16-08-37-59_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_0_TrackWorkTime_1_1_0_2021-01-30-19-54-57_release-signed,v1_1_9_TrackWorkTime_1_1_9_2021-03-25-09-31-17_release-signed,1,Locator Invalidity
org.zephyrsoft.trackworktime,v1_1_2_TrackWorkTime_1_1_2_2021-02-13-20-18-51_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_3_TrackWorkTime_1_1_3_2021-02-18-22-02-58_release-signed,v1_1_16_TrackWorkTime_1_1_16_2022-09-11-15-47-37_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_13_TrackWorkTime_1_1_13_2022-04-04-18-43-36_release-signed,v1_1_18_TrackWorkTime_1_1_18_2022-09-29-19-00-28_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_3_TrackWorkTime_1_1_3_2021-02-18-22-02-58_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,v1_1_25_TrackWorkTime_1_1_25_2024-08-16-08-37-59_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_13_TrackWorkTime_1_1_13_2022-04-04-18-43-36_release-signed,v1_1_20_TrackWorkTime_1_1_20_2022-10-15-22-12-35_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_10_TrackWorkTime_1_1_10_2021-11-26-18-18-34_release-signed,v1_1_11_TrackWorkTime_1_1_11_2021-11-29-17-52-58_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_20_TrackWorkTime_1_1_20_2022-10-15-22-12-35_release-signed,v1_1_25_TrackWorkTime_1_1_25_2024-08-16-08-37-59_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_15_TrackWorkTime_1_1_15_2022-05-29-07-13-07_release-signed,v1_1_22_TrackWorkTime_1_1_22_2023-12-09-18-51-06_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_12_TrackWorkTime_1_1_12_2022-01-11-17-47-23_release-signed,v1_1_20_TrackWorkTime_1_1_20_2022-10-15-22-12-35_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_7_TrackWorkTime_1_1_7_2021-03-06-08-44-45_release-signed,v1_1_21_TrackWorkTime_1_1_21_2023-08-20-19-04-29_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_4_TrackWorkTime_1_1_4_2021-02-28-15-31-16_release-signed,v1_1_9_TrackWorkTime_1_1_9_2021-03-25-09-31-17_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_12_TrackWorkTime_1_1_12_2022-01-11-17-47-23_release-signed,v1_1_17_TrackWorkTime_1_1_17_2022-09-17-19-43-12_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_8_TrackWorkTime_1_1_8_2021-03-18-17-46-29_release-signed,v1_1_22_TrackWorkTime_1_1_22_2023-12-09-18-51-06_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_13_TrackWorkTime_1_1_13_2022-04-04-18-43-36_release-signed,v1_1_22_TrackWorkTime_1_1_22_2023-12-09-18-51-06_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_11_TrackWorkTime_1_1_11_2021-11-29-17-52-58_release-signed,v1_1_19_TrackWorkTime_1_1_19_2022-10-04-14-09-24_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_5_TrackWorkTime_1_1_5_2021-03-02-00-07-29_release-signed,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_16_TrackWorkTime_1_1_16_2022-09-11-15-47-37_release-signed,v1_1_18_TrackWorkTime_1_1_18_2022-09-29-19-00-28_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_22_TrackWorkTime_1_1_22_2023-12-09-18-51-06_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,v1_1_24_TrackWorkTime_1_1_24_2024-07-12-22-18-01_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_10_TrackWorkTime_1_1_10_2021-11-26-18-18-34_release-signed,v1_1_21_TrackWorkTime_1_1_21_2023-08-20-19-04-29_release-signed,1,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_18_TrackWorkTime_1_1_18_2022-09-29-19-00-28_release-signed,v1_1_23_TrackWorkTime_1_1_23_2024-01-04-20-49-29_release-signed,2,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_17_TrackWorkTime_1_1_17_2022-09-17-19-43-12_release-signed,v1_1_19_TrackWorkTime_1_1_19_2022-10-04-14-09-24_release-signed,3,Moved to Another Page
org.zephyrsoft.trackworktime,v1_1_19_TrackWorkTime_1_1_19_2022-10-04-14-09-24_release-signed,v1_1_22_TrackWorkTime_1_1_22_2023-12-09-18-51-06_release-signed,3,Moved to Another Page
